,id,filename,width,height,depth,name,xmin,xmax,ymin,ymax
10319,10319,n02099601_286,500,375,3,golden_retriever,164,328,129,258
9915,9915,n02098413_6348,489,500,3,lhasa,23,483,0,498
19108,19108,n02111129_976,334,500,3,leonberg,32,332,32,476
6686,6686,n02094258_871,500,358,3,norwich_terrier,82,277,44,194
5742,5742,n02093256_10078,407,500,3,staffordshire_bullterrier,63,363,47,483
21378,21378,n02113799_6819,500,500,3,standard_poodle,35,446,8,498
839,839,n02086240_3862,500,375,3,shih-tzu,0,443,29,374
19063,19063,n02111129_279,500,333,3,leonberg,147,399,74,287
14444,14444,n02105641_11313,829,982,3,old_english_sheepdog,41,742,214,903
19454,19454,n02111500_7495,500,375,3,great_pyrenees,153,220,137,245
14102,14102,n02105162_893,500,400,3,malinois,1,426,8,393
21312,21312,n02113799_4458,500,436,3,standard_poodle,0,460,12,434
8214,8214,n02096437_3985,142,176,3,dandie_dinmont,0,117,51,133
5970,5970,n02093859_2098,400,539,3,kerry_blue_terrier,152,362,348,524
336,336,n02085782_2922,200,200,3,japanese_spaniel,7,196,7,193
4802,4802,n02091831_10722,500,333,3,saluki,54,499,0,325
11411,11411,n02097047_535,333,500,3,miniature_schnauzer,50,227,108,440
21739,21739,n02115913_1188,320,240,3,dhole,66,277,42,205
16998,16998,n02108551_1724,400,300,3,tibetan_mastiff,32,205,51,258
3265,3265,n02090379_3372,288,234,3,redbone,11,278,34,230
968,968,n02086240_788,332,500,3,shih-tzu,33,226,184,370
18936,18936,n02110958_8075,500,400,3,pug,63,231,59,249
13716,13716,n02104365_10282,375,500,3,schipperke,0,373,20,498
9215,9215,n02097298_344,500,375,3,scotch_terrier,115,273,77,326
20058,20058,n02112137_2521,375,500,3,chow,78,353,46,431
16148,16148,n02107574_534,500,375,3,greater_swiss_mountain_dog,256,414,131,374
21536,21536,n02113978_593,450,351,3,mexican_hairless,91,310,2,280
21786,21786,n02115913_2412,175,202,3,dhole,11,100,76,148
19235,19235,n02111277_6891,500,333,3,newfoundland,192,364,135,261
1443,1443,n02087046_1703,332,500,3,toy_terrier,42,309,45,498
9561,9561,n02097474_875,500,375,3,tibetan_terrier,3,499,64,318
16408,16408,n02107908_180,500,375,3,appenzeller,294,446,199,361
2019,2019,n02088094_791,396,500,3,afghan_hound,17,353,11,483
3890,3890,n02091032_6179,500,500,3,italian_greyhound,26,216,81,441
21380,21380,n02113799_6984,403,500,3,standard_poodle,0,401,0,498
4164,4164,n02091134_5047,500,333,3,whippet,151,397,89,295
2464,2464,n02088466_10724,500,375,3,bloodhound,72,375,29,374
7591,7591,n02096051_8227,500,375,3,airedale,49,327,41,349
13263,13263,n02102480_2192,300,288,3,sussex_spaniel,61,246,26,287
9462,9462,n02098105_196,375,500,3,soft-coated_wheaten_terrier,50,373,1,498
10034,10034,n02099267_3611,500,375,3,flat-coated_retriever,63,458,66,302
11711,11711,n02105412_530,200,316,3,kelpie,9,187,7,315
19832,19832,n02112018_2699,374,424,3,pomeranian,46,372,9,422
3768,3768,n02090721_954,500,375,3,irish_wolfhound,176,338,208,353
9147,9147,n02097474_5343,500,239,3,tibetan_terrier,38,473,39,223
18386,18386,n02110806_1637,300,300,3,basenji,24,269,23,274
16943,16943,n02108089_813,500,375,3,boxer,162,496,1,367
16911,16911,n02108089_4440,333,500,3,boxer,0,331,107,498
20562,20562,n02113023_1496,500,333,3,pembroke,144,464,25,332
3628,3628,n02090721_4333,500,375,3,irish_wolfhound,1,362,18,374
10598,10598,n02099712_3258,500,420,3,labrador_retriever,0,442,14,418
11611,11611,n02100583_9969,500,381,3,vizsla,134,469,8,380
1356,1356,n02086910_5560,500,375,3,papillon,86,418,0,373
12994,12994,n02102177_2621,500,375,3,welsh_springer_spaniel,161,342,73,321
9954,9954,n02098413_9304,500,333,3,lhasa,1,489,22,332
6435,6435,n02093991_2989,375,500,3,irish_terrier,30,373,0,498
18100,18100,n02110185_6263,360,293,3,siberian_husky,23,353,26,278
22004,22004,n02116738_5241,500,331,3,african_hunting_dog,0,115,108,207
21333,21333,n02113712_1136,300,354,3,miniature_poodle,54,277,27,322
9269,9269,n02097658_2048,334,500,3,silky_terrier,47,217,210,352
6158,6158,n02093991_1407,400,300,3,irish_terrier,153,255,45,263
20668,20668,n02112706_1569,232,173,3,brabancon_griffon,32,171,32,162
14413,14413,n02105505_3444,333,500,3,komondor,1,331,43,498
6151,6151,n02093991_1310,500,375,3,irish_terrier,80,353,40,320
16163,16163,n02107574_778,500,375,3,greater_swiss_mountain_dog,109,170,192,264
14633,14633,n02105641_6453,480,321,3,old_english_sheepdog,3,414,28,315
21252,21252,n02113799_1922,280,210,3,standard_poodle,23,279,2,208
16621,16621,n02108000_171,314,300,3,entlebucher,35,303,35,290
6048,6048,n02093859_676,500,333,3,kerry_blue_terrier,1,294,38,282
5535,5535,n02093256_5110,500,323,3,staffordshire_bullterrier,92,444,68,289
17929,17929,n02110063_1880,500,316,3,malamute,124,334,77,235
9896,9896,n02098286_3263,500,303,3,west_highland_white_terrier,250,499,55,247
11811,11811,n02108422_1968,500,333,3,bull_mastiff,83,351,40,332
20421,20421,n02112706_1453,197,245,3,brabancon_griffon,4,196,7,244
322,322,n02085782_267,461,371,3,japanese_spaniel,65,384,65,344
10288,10288,n02099601_1259,750,562,3,golden_retriever,153,547,119,491
16507,16507,n02107908_4931,500,333,3,appenzeller,83,391,55,332
119,119,n02085620_473,500,333,3,chihuahua,43,251,146,319
835,835,n02086240_3738,500,400,3,shih-tzu,87,227,77,312
16145,16145,n02107574_509,500,332,3,greater_swiss_mountain_dog,60,471,0,331
3730,3730,n02090721_2361,335,500,3,irish_wolfhound,86,158,205,386
4990,4990,n02091831_1565,375,500,3,saluki,78,235,88,477
6003,6003,n02093859_2787,210,201,3,kerry_blue_terrier,8,182,1,200
1100,1100,n02086646_3234,778,584,3,blenheim_spaniel,116,475,83,581
1367,1367,n02086910_7998,332,500,3,papillon,0,243,86,498
13124,13124,n02102318_12053,375,500,3,cocker_spaniel,58,346,102,415
13752,13752,n02104365_3826,500,333,3,schipperke,105,419,29,332
14688,14688,n02105855_10095,500,333,3,shetland_sheepdog,104,411,55,273
15116,15116,n02106166_4957,323,500,3,border_collie,0,190,47,452
15264,15264,n02106382_3014,500,375,3,bouvier_des_flandres,154,471,1,372
18357,18357,n02110627_8714,200,200,3,affenpinscher,37,160,49,189
19089,19089,n02111129_646,500,333,3,leonberg,101,282,107,284
10507,10507,n02099712_5599,500,334,3,labrador_retriever,227,334,1,178
19676,19676,n02111889_5769,600,371,3,samoyed,420,597,99,369
15489,15489,n02106550_8887,500,333,3,rottweiler,129,477,9,322
7102,7102,n02095570_3908,400,500,3,lakeland_terrier,115,398,2,365
2756,2756,n02088632_2736,500,375,3,bluetick,96,432,69,374
4544,4544,n02091467_7095,500,375,3,norwegian_elkhound,35,437,26,290
2182,2182,n02088238_9486,500,375,3,basset,260,480,198,343
9942,9942,n02098413_1522,300,340,3,lhasa,102,289,188,339
11310,11310,n02097047_1487,375,500,3,miniature_schnauzer,50,322,63,498
15467,15467,n02106550_6910,333,500,3,rottweiler,85,249,92,426
15457,15457,n02106550_5928,500,500,3,rottweiler,43,436,17,497
16569,16569,n02108000_1011,374,450,3,entlebucher,105,260,58,418
3468,3468,n02090622_8025,357,500,3,borzoi,98,339,77,498
19837,19837,n02112018_2786,500,333,3,pomeranian,171,440,34,258
14931,14931,n02106030_16250,333,500,3,collie,1,331,107,498
1426,1426,n02092002_13565,500,375,3,scottish_deerhound,64,466,33,374
8446,8446,n02096585_2583,500,333,3,boston_bull,191,441,0,332
12470,12470,n02101388_2324,500,375,3,brittany_spaniel,67,489,90,365
592,592,n02085936_8981,500,375,3,maltese_dog,0,398,74,311
17655,17655,n02109961_15315,375,500,3,eskimo_dog,8,323,155,498
17812,17812,n02110063_11105,375,500,3,malamute,1,297,76,327
15847,15847,n02107312_2958,332,500,3,miniature_pinscher,72,172,225,486
20864,20864,n02113186_7231,462,500,3,cardigan,5,174,0,186
11677,11677,n02105412_3645,196,296,3,kelpie,2,166,13,295
9825,9825,n02098413_2607,500,375,3,lhasa,78,408,45,327
8718,8718,n02097209_2084,400,267,3,standard_schnauzer,60,248,9,264
13962,13962,n02105056_4601,500,375,3,groenendael,235,314,59,202
1724,1724,n02087394_9564,500,333,3,rhodesian_ridgeback,121,499,141,332
11669,11669,n02105412_3116,500,333,3,kelpie,108,499,82,332
4910,4910,n02091831_5369,500,375,3,saluki,125,417,20,369
17945,17945,n02110063_4739,500,333,3,malamute,0,322,7,307
21058,21058,n02113624_9199,500,333,3,toy_poodle,0,469,4,332
2186,2186,n02088238_9590,500,375,3,basset,122,460,74,374
15891,15891,n02107312_5290,640,480,3,miniature_pinscher,100,450,2,408
1483,1483,n02087046_3462,500,333,3,toy_terrier,71,499,36,332
8701,8701,n02097209_1760,500,375,3,standard_schnauzer,108,233,112,223
13021,13021,n02102177_3607,500,297,3,welsh_springer_spaniel,2,286,70,295
17446,17446,n02109047_875,416,500,3,great_dane,15,384,20,498
10416,10416,n02099601_7803,500,332,3,golden_retriever,71,404,3,331
17228,17228,n02108915_4731,300,225,3,french_bulldog,89,217,1,216
8227,8227,n02096437_4384,500,422,3,dandie_dinmont,99,424,13,219
14936,14936,n02106030_16356,404,500,3,collie,78,360,43,498
11378,11378,n02097047_2937,500,327,3,miniature_schnauzer,144,358,104,290
17849,17849,n02110063_14434,500,375,3,malamute,94,283,111,278
19690,19690,n02111889_7041,500,375,3,samoyed,151,316,75,284
323,323,n02085782_2690,530,397,3,japanese_spaniel,9,524,4,393
6452,6452,n02094114_1641,500,375,3,norfolk_terrier,50,357,84,292
15296,15296,n02106382_4469,267,302,3,bouvier_des_flandres,68,195,11,300
21033,21033,n02113624_6813,500,375,3,toy_poodle,77,446,7,373
20348,20348,n02112137_528,500,434,3,chow,0,308,48,265
8520,8520,n02097130_1991,500,333,3,giant_schnauzer,184,415,72,332
11780,11780,n02105412_855,500,312,3,kelpie,50,317,40,262
15761,15761,n02107142_5166,314,500,3,doberman,100,297,80,472
597,597,n02085936_9136,500,375,3,maltese_dog,173,430,2,374
420,420,n02085936_3391,500,375,3,maltese_dog,166,400,52,286
7555,7555,n02096051_5467,362,500,3,airedale,1,321,61,495
5138,5138,n02092002_5222,500,375,3,scottish_deerhound,20,362,9,373
6514,6514,n02094258_1187,500,375,3,norwich_terrier,148,346,1,302
5886,5886,n02093754_6061,500,375,3,border_terrier,128,450,95,340
20103,20103,n02112137_7616,500,375,3,chow,1,424,32,374
19483,19483,n02111500_3333,357,500,3,great_pyrenees,1,348,0,498
5875,5875,n02093754_773,500,375,3,border_terrier,169,341,52,350
13853,13853,n02104365_8334,333,500,3,schipperke,42,331,70,498
2308,2308,n02088364_16207,785,800,3,beagle,190,686,112,630
13527,13527,n02102973_4764,247,336,3,irish_water_spaniel,2,239,1,335
5085,5085,n02092002_1601,500,333,3,scottish_deerhound,200,376,127,292
16639,16639,n02108000_191,296,400,3,entlebucher,38,245,35,389
4043,4043,n02091134_14246,500,400,3,whippet,0,426,0,328
11452,11452,n02100236_686,500,375,3,german_short-haired_pointer,2,499,91,345
19728,19728,n02111889_2410,301,290,3,samoyed,155,273,35,175
10646,10646,n02099849_1408,500,375,3,chesapeake_bay_retriever,3,451,0,345
943,943,n02086240_1725,500,364,3,shih-tzu,255,492,16,256
15343,15343,n02106550_10555,500,371,3,rottweiler,110,387,39,370
8972,8972,n02097298_78,500,375,3,scotch_terrier,1,412,1,374
9239,9239,n02097658_1013,500,357,3,silky_terrier,248,492,29,313
1565,1565,n02087046_6179,200,335,3,toy_terrier,46,192,21,327
14326,14326,n02105251_8629,332,500,3,briard,1,270,68,498
13290,13290,n02102480_4244,435,367,3,sussex_spaniel,22,246,64,350
6361,6361,n02094114_2990,500,375,3,norfolk_terrier,0,477,0,372
14524,14524,n02105641_10151,375,500,3,old_english_sheepdog,17,307,113,462
1196,1196,n02086646_172,250,333,3,blenheim_spaniel,10,199,25,284
16304,16304,n02107683_5391,336,500,3,bernese_mountain_dog,60,312,25,486
5998,5998,n02093859_2699,200,267,3,kerry_blue_terrier,20,199,1,266
18642,18642,n02110958_11194,500,333,3,pug,150,498,59,332
3837,3837,n02091032_347,500,375,3,italian_greyhound,4,252,209,374
14847,14847,n02105855_7893,500,358,3,shetland_sheepdog,0,497,7,353
8654,8654,n02097130_800,448,500,3,giant_schnauzer,8,366,62,498
20351,20351,n02112137_8983,500,342,3,chow,22,499,6,341
10843,10843,n02100236_250,250,263,3,german_short-haired_pointer,66,144,58,218
6446,6446,n02094114_1540,500,375,3,norfolk_terrier,148,357,68,289
12419,12419,n02101388_10107,500,292,3,brittany_spaniel,0,252,71,283
9948,9948,n02098413_16322,500,333,3,lhasa,116,405,47,323
20484,20484,n02112706_2467,1600,1200,3,brabancon_griffon,159,1380,0,1182
7450,7450,n02095889_6436,266,185,3,sealyham_terrier,31,237,12,177
2491,2491,n02088364_12440,500,333,3,beagle,30,395,2,332
10270,10270,n02099429_869,472,354,3,curly-coated_retriever,0,471,0,353
12459,12459,n02101388_6797,500,353,3,brittany_spaniel,182,398,144,308
2343,2343,n02088364_2019,326,360,3,beagle,0,285,46,343
74,74,n02085620_1816,500,375,3,chihuahua,0,225,14,325
1445,1445,n02087046_178,216,198,3,toy_terrier,9,209,4,191
8354,8354,n02096585_1624,375,500,3,boston_bull,0,272,136,498
8864,8864,n02097298_1790,500,332,3,scotch_terrier,80,318,106,296
5536,5536,n02093256_5134,380,500,3,staffordshire_bullterrier,45,378,38,498
13623,13623,n02104029_3166,296,500,3,kuvasz,51,229,79,366
11779,11779,n02105412_8166,500,375,3,kelpie,16,463,61,336
1769,1769,n02087394_3515,330,230,3,rhodesian_ridgeback,142,323,60,226
12640,12640,n02101556_4112,500,331,3,clumber,1,158,106,330
18771,18771,n02110958_2611,375,500,3,pug,45,368,15,498
1707,1707,n02087394_9126,333,500,3,rhodesian_ridgeback,118,331,80,467
10450,10450,n02099712_2120,500,331,3,labrador_retriever,213,370,84,299
19431,19431,n02111500_6769,500,333,3,great_pyrenees,64,499,57,301
5672,5672,n02093428_3020,359,360,3,american_staffordshire_terrier,18,268,24,355
20582,20582,n02113023_2974,500,464,3,pembroke,82,435,3,458
18255,18255,n02110627_12025,250,246,3,affenpinscher,15,224,25,219
5478,5478,n02093256_2405,500,350,3,staffordshire_bullterrier,56,373,55,311
18904,18904,n02111129_294,452,301,3,leonberg,1,416,67,294
13630,13630,n02104029_3491,400,300,3,kuvasz,174,339,72,259
15553,15553,n02106662_20036,360,333,3,german_shepherd,41,359,14,331
10669,10669,n02099849_2050,500,375,3,chesapeake_bay_retriever,52,322,95,328
2488,2488,n02088238_9701,500,375,3,basset,74,419,1,346
1486,1486,n02087046_3543,500,375,3,toy_terrier,12,480,0,372
6313,6313,n02093991_946,500,375,3,irish_terrier,32,423,56,331
21902,21902,n02116738_10038,200,138,3,african_hunting_dog,11,191,4,137
6363,6363,n02094114_3060,330,500,3,norfolk_terrier,32,262,70,291
16088,16088,n02107574_2377,500,357,3,greater_swiss_mountain_dog,200,499,13,260
1721,1721,n02087394_9511,500,375,3,rhodesian_ridgeback,46,146,98,234
1140,1140,n02086646_3721,500,396,3,blenheim_spaniel,1,240,71,371
16816,16816,n02108089_10901,200,200,3,boxer,24,198,16,199
16310,16310,n02107683_6660,500,375,3,bernese_mountain_dog,264,499,68,373
21770,21770,n02115913_1897,500,333,3,dhole,76,424,94,276
7602,7602,n02096051_8880,474,463,3,airedale,8,463,10,438
8505,8505,n02097130_1649,500,326,3,giant_schnauzer,123,484,38,260
4720,4720,n02091635_2867,310,465,3,otterhound,0,264,113,453
4319,4319,n02091244_5488,500,324,3,ibizan_hound,15,375,140,261
9927,9927,n02098413_7286,500,375,3,lhasa,7,499,2,374
14367,14367,n02105505_1657,300,239,3,komondor,36,281,19,224
17549,17549,n02109525_5385,500,375,3,saint_bernard,128,441,1,373
5915,5915,n02093754_2887,500,445,3,border_terrier,1,422,27,443
2037,2037,n02088094_4143,333,500,3,afghan_hound,0,300,28,493
2034,2034,n02088094_4072,500,333,3,afghan_hound,0,285,96,332
10132,10132,n02099429_1468,500,375,3,curly-coated_retriever,79,499,28,354
18229,18229,n02110627_11211,200,156,3,affenpinscher,20,157,17,135
14119,14119,n02105162_5785,308,410,3,malinois,29,246,2,408
11090,11090,n02089867_743,275,237,3,walker_hound,29,196,19,226
9717,9717,n02098286_5672,448,336,3,west_highland_white_terrier,276,439,99,321
14787,14787,n02105855_18293,160,180,3,shetland_sheepdog,3,154,14,179
12002,12002,n02100735_5265,500,374,3,english_setter,0,498,0,304
4637,4637,n02091635_1266,390,320,3,otterhound,23,382,32,297
20570,20570,n02113023_2330,500,375,3,pembroke,151,450,8,287
6623,6623,n02094258_726,335,500,3,norwich_terrier,25,126,297,437
8360,8360,n02096585_1753,400,300,3,boston_bull,175,332,79,299
7559,7559,n02096051_5867,375,500,3,airedale,61,316,122,497
18712,18712,n02110958_15130,500,375,3,pug,126,344,24,374
17585,17585,n02109525_16284,350,355,3,saint_bernard,56,331,6,354
13033,13033,n02102177_3917,500,333,3,welsh_springer_spaniel,93,377,77,285
20793,20793,n02113186_1447,500,333,3,cardigan,50,499,0,332
14866,14866,n02106030_10675,371,500,3,collie,0,324,60,497
11840,11840,n02108422_2678,500,375,3,bull_mastiff,114,454,12,374
3691,3691,n02090721_2116,500,375,3,irish_wolfhound,0,499,66,346
4431,4431,n02091244_966,500,375,3,ibizan_hound,127,332,2,311
20253,20253,n02112350_6701,351,308,3,keeshond,50,293,46,289
10771,10771,n02099849_590,500,375,3,chesapeake_bay_retriever,81,499,37,374
21186,21186,n02113712_599,252,339,3,miniature_poodle,46,174,58,250
765,765,n02086079_9408,350,307,3,pekinese,19,340,33,288
10657,10657,n02099849_1740,333,500,3,chesapeake_bay_retriever,103,220,246,386
1789,1789,n02088094_1003,348,500,3,afghan_hound,45,289,43,490
1032,1032,n02086079_952,350,323,3,pekinese,16,316,27,289
10540,10540,n02099712_6646,375,500,3,labrador_retriever,10,355,240,483
17904,17904,n02110063_16029,500,333,3,malamute,2,230,122,303
12450,12450,n02101388_2142,216,180,3,brittany_spaniel,9,213,3,177
1958,1958,n02088094_3500,500,380,3,afghan_hound,140,460,96,379
16436,16436,n02107908_451,375,500,3,appenzeller,17,340,105,488
769,769,n02086240_1016,270,360,3,shih-tzu,0,263,4,351
9507,9507,n02098105_2942,396,500,3,soft-coated_wheaten_terrier,85,288,2,465
1947,1947,n02088094_3075,500,476,3,afghan_hound,220,471,66,474
15099,15099,n02106166_5097,500,334,3,border_collie,2,499,12,333
15927,15927,n02107312_7147,329,360,3,miniature_pinscher,140,325,3,327
13030,13030,n02102177_3737,175,164,3,welsh_springer_spaniel,11,170,6,162
924,924,n02086240_7142,333,500,3,shih-tzu,0,247,78,422
7632,7632,n02096051_7580,323,500,3,airedale,113,265,275,492
1167,1167,n02086646_593,320,240,3,blenheim_spaniel,8,248,48,225
16918,16918,n02108089_522,500,333,3,boxer,189,291,117,282
511,511,n02085936_719,480,361,3,maltese_dog,118,479,38,326
5415,5415,n02092339_7491,500,334,3,weimaraner,180,371,39,333
4290,4290,n02091244_3369,500,375,3,ibizan_hound,125,481,52,341
13965,13965,n02105056_4713,500,400,3,groenendael,124,425,101,342
19551,19551,n02111889_1145,500,367,3,samoyed,255,489,6,358
10874,10874,n02100236_3632,500,333,3,german_short-haired_pointer,109,383,27,313
13261,13261,n02102480_1965,300,351,3,sussex_spaniel,16,246,25,299
12576,12576,n02101388_9801,500,375,3,brittany_spaniel,8,499,0,317
3813,3813,n02091032_1743,500,365,3,italian_greyhound,360,496,197,338
2685,2685,n02088632_2155,500,375,3,bluetick,144,287,96,374
5586,5586,n02093256_9753,400,363,3,staffordshire_bullterrier,6,376,8,362
17954,17954,n02110063_7911,500,332,3,malamute,0,354,0,327
21087,21087,n02113712_1554,800,533,3,miniature_poodle,202,685,34,513
1556,1556,n02087046_5847,375,500,3,toy_terrier,20,373,81,270
3039,3039,n02089973_186,309,430,3,english_foxhound,0,297,22,428
12661,12661,n02101556_4746,500,375,3,clumber,0,310,110,318
7757,7757,n02096177_3316,500,375,3,cairn,0,457,34,374
9787,9787,n02098413_1719,350,303,3,lhasa,19,338,0,294
7621,7621,n02096051_6933,375,500,3,airedale,1,373,12,498
9385,9385,n02097658_1503,500,400,3,silky_terrier,162,310,23,267
12102,12102,n02100735_3777,375,500,3,english_setter,95,295,175,385
4263,4263,n02091244_2050,400,500,3,ibizan_hound,43,331,30,486
9829,9829,n02098413_2851,500,375,3,lhasa,252,438,122,340
3396,3396,n02090622_5602,332,500,3,borzoi,37,294,95,410
13707,13707,n02104029_903,323,500,3,kuvasz,27,311,222,498
12817,12817,n02099429_3077,500,375,3,curly-coated_retriever,264,499,43,374
17080,17080,n02108551_5625,375,350,3,tibetan_mastiff,32,374,10,330
21851,21851,n02115913_4031,500,375,3,dhole,0,43,58,175
561,561,n02085936_16565,332,500,3,maltese_dog,156,283,161,421
8803,8803,n02097209_3936,268,400,3,standard_schnauzer,18,267,22,399
1296,1296,n02086910_7405,375,500,3,papillon,46,365,40,470
14540,14540,n02105641_11694,320,350,3,old_english_sheepdog,26,296,6,343
